gene	log2FC	p	padj	n
MEF2A	-0.334552880346902	0.0143187263286034	0.999985773528133	6
IRF2BP2	0.343182928346078	0.0143614174609696	0.999985773528133	6
CEL	0.419674808120712	0.0144226967777496	0.999985773528133	6
NR0B1	0.626278813447112	0.0145061127613654	0.999985773528133	6
MMP14	0.416704449110813	0.0145434451941006	0.999985773528133	6
DPY19L3-DT	0.415188301657728	0.0146594454513051	0.999985773528133	6
IRAG1	-0.723174339693662	0.0147556848891649	0.999985773528133	6
NICN1	0.369612300032403	0.0148175750884181	0.999985773528133	6
RAPH1	-0.469418501759654	0.0148467410060055	0.999985773528133	6
PNLIPRP3	0.556903126687997	0.0148716953964991	0.999985773528133	6
TGFB2	-0.605739814626728	0.0149271962920864	0.999985773528133	6
ITGA6	-0.686665060130581	0.014996572144639	0.999985773528133	6
SINHCAF	0.321792504067035	0.0151235751168379	0.999985773528133	6
NPR2	-0.278581389579309	0.0151619320086136	0.999985773528133	6
COL8A1	-1.36601355768557	0.0152279853085446	0.999985773528133	6
ZFHX4	-0.509184062398708	0.0152714828660249	0.999985773528133	6
MAN2A1	-0.486514965252112	0.0153244919587813	0.999985773528133	6
SAA2	-0.308548232415904	0.0153738004682022	0.999985773528133	6
FAM87A	0.683334839747976	0.0153914114466639	0.999985773528133	6
PSG3	1.1577488169944	0.0154150086354807	0.999985773528133	6
NETO1	-0.384733464569115	0.0154187570497833	0.999985773528133	6
NFIB	0.301619522365963	0.0154466826994151	0.999985773528133	6
CD52	0.662585342742554	0.0154503812943694	0.999985773528133	6
PARL	0.28498407715915	0.0154585403758877	0.999985773528133	6
MAFB	1.48666459671517	0.0154641351554427	0.999985773528133	6
IL6-AS1	-0.423447735837406	0.0154690940655543	0.999985773528133	6
CD37	-0.412799575506466	0.0155000619579512	0.999985773528133	6
SERPINE2	-0.786106183769834	0.0155091087173236	0.999985773528133	6
ABI2	-0.383438692814867	0.0155349608746114	0.999985773528133	6
DNAH1	0.280362618197815	0.0155463331486778	0.999985773528133	6
CRIM1	-0.436886726332257	0.0156824456472786	0.999985773528133	6
PKIG	0.41125458946203	0.0156930569155514	0.999985773528133	6
LAMA4	0.694806988238395	0.0157381476052533	0.999985773528133	6
H19	-0.84602177119182	0.0157522797566997	0.999985773528133	6
LINC01111	-0.821630834948666	0.0157584796237295	0.999985773528133	6
GAS7	0.391468705059483	0.0158345890733107	0.999985773528133	6
TEAD1	-0.469030440890445	0.0158852612777303	0.999985773528133	6
SLC41A2	0.394666198887788	0.0159155492796084	0.999985773528133	6
